ID;AgnosDirec;AgnosEmpleo;DeudaExt;DeudaInt;Edad;Ingreso;Ingreso2;Nacionalidad;NivelEdu;VarObj
100368;5;5;5646,35;917,46;33;92833,01;77957,00527;N;SupCom;N
100369;17;16;15040,46;50375,59;56;220863,04;201352,8405;N;SupCom;S
100370;2;4;1318,74;1356,23;63;34406,56;26963,74667;N;SupCom;N
100371;12;10;6401,86;4639,67;52;126637,29;103218,5955;N;SupCom;N
100372;2;1;481,96;167,60;38;32486,13;27049,48332;N;SupInc;N
100373;6;9;3787,46;688,78;35;28407,41;22953,03027;N;SupInc;N
100374;20;16;1353,91;1735,16;34;60084,51;43572,38341;N;SupCom;N
100375;15;4;599,33;122,55;48;31479,29;30708,4865;N;Posg;N
100376;4;6;1797,68;255,34;30;30212,62;21038,22066;N;SupCom;N
100377;3;2;389,73;196,05;38;10831,45;9699,26993;N;SupCom;N
100378;3;1;426,60;645,44;28;17441,44;16560,88945;N;Med;S
100379;6;7;1466,58;474,14;45;19910,59;18300,28547;N;SupInc;N
100380;3;17;28354,48;1672,85;45;149545,61;112122,1337;N;SupInc;N
100381;3;2;5001,41;3830,73;26;74893,28;66799,85513;N;Med;N
100382;14;9;1104,27;393,02;56;57563,50;56861,03066;N;Posg;N
100383;2;0;182,32;214,91;24;16999,87;12278,67606;N;SupCom;S
100384;9;4;3416,54;748,33;23;98017,60;72472,05185;N;SupInc;N
100385;4;5;5470,53;9249,05;40;90878,04;69662,70237;N;Med;N
100386;2;1;158,20;76,61;38;27260,98;26690,3426;N;SupInc;N
100387;1;3;2871,50;336,26;21;50569,42;38238,41347;N;SupInc;N
100388;0;0;118,08;32,33;21;8441,03;6315,507273;N;SupCom;N
100389;39;22;24029,96;8023,56;40;246885,38;240558,9404;N;SupInc;N
100390;1;3;5692,12;1948,17;25;28853,63;24707,58018;N;Posg;S
100391;5;3;921,03;280,80;21;33042,18;26022,85588;N;SupInc;N
100392;19;13;4722,52;5159,99;40;133916,43;95682,07686;N;SupInc;N
100393;2;1;2222,00;377,51;35;40144,48;29756,27914;N;SupInc;N
100394;18;20;10044,75;5714,22;38;269573,38;246076,6868;N;SupCom;N
100395;11;17;4384,72;1136,70;35;77060,41;68886,8057;N;SupInc;N
100396;18;17;35245,44;6811,07;35;165688,81;112440,3967;N;Med;N
100397;14;9;5274,91;941,72;28;60830,09;48717,00537;N;SupInc;N
100398;4;12;2749,98;1616,90;48;95123,98;70539,55741;N;Bas;N
100399;5;8;4788,99;2056,10;33;72460,98;58202,87767;N;SupInc;S
100400;2;5;721,44;744,30;28;25180,74;18494,58438;N;Med;N
100401;10;20;4404,83;4270,35;54;92648,68;82563,51637;N;SupInc;N
100402;6;3;1525,78;141,99;50;34385,99;26556,86234;N;SupInc;N
100403;2;4;2033,35;906,47;31;35815,83;25088,09694;N;SupInc;S
100404;3;7;593,85;379,37;32;30550,26;22794,54214;N;SupCom;N
100405;5;2;2251,23;2216,67;32;38935,18;29415,42597;N;SupInc;S
100406;0;0;3202,45;844,64;42;45157,01;36443,49039;N;SupCom;N
100407;2;0;94,58;69,59;41;10595,79;7769,29795;N;SupCom;N
100408;12;12;6037,04;1011,57;40;212389,92;193639,7702;N;Bas;N
100409;17;10;4957,03;3058,62;28;114596,20;113750,2922;N;SupInc;N
100410;5;7;4519,16;2289,68;25;70602,57;65422,66139;N;Med;N
100411;10;17;8525,60;2954,63;40;99712,68;81867,51101;N;Bas;N
100412;3;3;5086,07;2485,74;50;73788,99;51000,43446;N;SupCom;N
100413;9;5;1600,88;790,80;23;54905,95;50036,62107;N;SupCom;N
100414;2;12;1431,50;1507,85;33;46636,73;36223,83557;N;Med;N
100415;10;11;2604,87;4850,05;49;58797,30;51576,78714;N;SupCom;N
100416;17;17;5205,45;2483,82;37;99697,13;79566,06924;N;Posg;N
100417;14;18;1187,84;2031,94;61;94330,10;76776,30845;N;SupInc;N
100418;3;11;2687,86;1261,51;29;76709,02;68426,66093;N;SupInc;N
100419;6;14;7865,95;1616,31;43;79592,69;73750,71246;N;Med;N
100420;1;4;3031,44;2161,83;31;22626,75;19856,78844;N;SupCom;S
100421;15;12;4610,12;5832,64;30;109250,70;81091,80037;N;Posg;N
100422;4;1;2260,64;966,59;39;49359,25;37630,66488;N;Med;N
100423;5;10;1376,74;264,78;47;39135,50;27975,80475;N;SupInc;N
100424;11;12;1527,41;782,93;44;69344,99;65995,96561;N;SupInc;N
100425;1;2;2615,52;268,62;22;24882,33;16755,17464;N;SupInc;S
100426;6;6;1003,16;661,23;37;59908,20;49232,15034;N;SupCom;N
100427;3;7;993,67;113,52;39;42639,65;30043,67298;N;SupInc;N
100428;3;3;438,57;375,60;34;37455,94;32572,49613;N;SupCom;N
100429;1;5;1881,32;2294,72;56;80522,49;54526,47604;N;SupInc;N
100430;1;0;1672,87;352,76;44;21002,21;15389,53942;N;SupCom;N
100431;8;3;1226,87;1092,73;21;165670,15;125399,1046;N;Bas;N
100432;0;0;306,28;255,13;32;26817,85;19191,45399;N;SupInc;N
100433;4;8;8021,77;2762,22;40;35922,75;34598,22287;N;Med;S
100434;9;5;3541,14;2036,92;23;95597,24;88579,04663;N;Posg;N
100435;15;26;50858,53;33817,21;44;155060,75;144338,9991;N;SupCom;N
100436;2;1;576,16;169,06;33;22403,20;17347,33332;N;SupInc;N
100437;26;14;8374,46;3919,97;32;131686,83;99937,1465;N;SupInc;N
100438;5;8;7570,50;12680,93;46;110792,95;95543,22614;N;SupInc;S
100439;3;7;6291,83;1455,29;25;91845,55;74421,84214;N;SupCom;N
100440;10;16;5253,42;1928,01;35;80771,14;62437,09269;N;SupInc;N
100441;23;5;1579,75;1431,33;23;101054,97;73003,26383;N;Med;N
100442;0;0;268,53;254,45;40;18953,09;18873,41154;N;SupCom;N
100443;1;3;443,02;171,93;29;24579,17;18503,72562;N;Med;N
100444;7;8;12671,65;8039,37;26;147521,71;133675,9552;N;Med;N
100445;12;8;8717,91;3294,50;29;128085,14;100540,4771;N;Med;N
100446;0;1;1239,30;889,50;25;24495,09;20711,94383;N;SupInc;N
100447;4;9;4219,12;3072,73;41;62522,04;48809,03314;N;SupInc;N
100448;3;7;2840,01;2264,53;38;51952,08;48492,80391;N;SupCom;N
100449;3;10;3092,69;951,67;32;45506,07;34426,00329;N;Med;N
100450;28;34;25195,60;23126,96;52;264643,41;188815,3849;N;SupInc;N
100451;1;1;1443,37;385,09;23;36942,32;35016,94144;N;Med;N
100452;20;10;5540,48;2775,51;28;47269,02;32040,46912;N;SupInc;N
100453;0;0;790,78;324,01;22;17243,40;15745,0156;N;Med;S
100454;14;11;5948,20;2163,68;53;134745,46;90909,28634;N;SupCom;N
100455;2;2;1911,21;689,70;35;37420,53;32673,90222;N;SupInc;S
100456;0;0;2604,16;861,82;43;38098,65;37144,46278;N;Bas;N
100457;4;4;1439,16;646,73;26;45955,50;32229,68927;N;SupInc;N
100458;8;19;5681,59;1371,60;37;63248,97;48774,80952;N;SupCom;N
100459;10;12;1487,71;833,67;43;29137,57;21181,00907;N;SupCom;N
100460;1;5;1452,19;554,57;30;32383,46;22370,81862;N;Med;N
100461;4;8;8694,45;2061,07;37;74379,65;71330,29743;N;SupCom;N
100462;1;1;1748,85;343,45;21;42299,43;38983,94305;N;SupCom;S
100463;5;7;2427,67;205,65;30;26914,32;23484,15464;N;Med;N
100464;3;16;2186,09;946,07;44;60027,23;50864,96705;N;SupInc;N
100465;3;1;1599,52;1147,49;29;23288,22;20176,639;N;SupCom;S
100466;7;5;598,74;341,50;46;95787,57;78086,59236;N;SupCom;N
100467;19;15;15797,34;7521,64;43;207457,56;150713,8622;N;SupInc;N
100468;6;4;11602,02;4456,02;37;94486,38;89369,65449;N;SupInc;S
100469;16;4;2098,04;338,18;42;20214,39;13782,02932;N;SupCom;N
100470;7;3;275,57;104,41;54;13985,20;12515,88533;N;SupInc;N
100471;8;12;4300,20;1760,85;48;73027,35;71674,23348;N;Med;N
100472;11;4;674,54;258,73;40;75219,73;57013,08607;N;SupCom;N
100473;5;1;368,29;85,70;42;27760,67;21879,79502;N;Bas;N
100474;0;6;846,39;74,08;43;86947,38;69209,97157;N;Med;N
100475;6;18;6525,41;1814,01;36;79870,51;59686,30796;N;SupCom;N
100476;10;14;20638,74;5090,11;32;239487,44;208153,5532;N;SupCom;N
100477;7;7;6471,80;1090,92;34;75775,25;74778,8766;N;Med;S
100478;1;7;2427,40;515,56;37;20743,99;17914,99684;N;Bas;N
100479;6;3;6970,22;1876,21;32;56332,97;52033,82924;N;SupCom;S
100480;21;13;17464,67;44493,67;64;170877,41;141072,4185;N;SupInc;S
100481;8;8;9275,49;2133,02;32;138124,82;120893,0634;N;SupInc;N
100482;2;1;1483,54;470,17;35;41693,39;34991,35061;N;SupInc;S
100483;4;6;3351,00;555,70;41;50523,40;46482,84083;N;SupCom;N
100484;27;13;6576,47;4409,63;31;113814,99;97141,7567;N;SupInc;N
100485;7;5;2171,83;4793,24;35;70118,47;66324,02714;N;SupCom;S
100486;0;2;4111,22;672,05;32;43315,05;36193,27476;N;SupCom;N
100487;19;13;2313,38;2428,60;57;83088,87;69418,09284;N;SupInc;N
100488;9;9;3630,91;2077,78;38;42990,64;40298,78778;N;SupInc;N
100489;10;21;381,61;424,12;59;50403,84;47139,99292;N;SupInc;N
100490;7;6;1868,31;578,90;27;20799,17;20709,90601;N;SupCom;N
100491;5;4;1174,94;1239,21;44;42690,39;41365,87964;N;Med;N
100492;5;10;4584,05;412,76;31;50933,33;35315,12289;N;SupCom;N
100493;29;13;12960,42;3016,87;31;218094,50;146672,9517;N;Posg;N
100494;4;2;525,98;266,59;32;24600,07;23541,40755;N;SupInc;N
100495;14;7;15578,29;1976,26;51;85827,66;57575,10929;N;Med;S
100496;0;4;745,88;404,72;34;41456,65;33057,30815;N;SupInc;N
100497;3;3;2502,98;1600,96;36;60305,46;59344,75253;N;SupCom;S
100498;21;8;1893,20;753,38;41;82520,39;80884,83515;N;Med;N
100499;1;1;783,56;504,86;33;60499,97;51008,62914;N;SupCom;N
100500;3;6;4093,73;2559,30;49;50071,85;41871,01568;N;Med;N
100501;3;;11732,90;1501,39;26;57082,43;55828,86617;N;Med;S
100502;4;16;14386,46;1195,98;59;59474,45;47055,70092;N;SupInc;N
100503;0;1;1518,00;312,58;48;100531,26;90613,24804;N;SupCom;N
100504;3;2;528,56;672,94;26;19786,71;16841,36432;N;SupInc;S
100505;3;8;3211,73;2740,79;34;55583,19;51309,49487;N;Posg;N
100506;7;20;3498,27;906,04;40;70687,30;53162,62253;N;Med;N
100507;3;7;4321,04;2138,64;28;24352,88;17306,45564;N;Med;N
100508;2;2;435,16;149,27;39;11246,70;9966,527511;N;SupInc;N
100509;18;11;3042,62;499,53;61;44553,04;43797,8598;N;Med;N
100510;9;12;15505,22;20073,32;30;244146,58;199885,6936;N;SupCom;N
100511;15;7;1184,70;193,83;50;37196,76;29825,97783;N;Med;N
100512;15;10;572,04;531,93;33;37151,86;34145,58112;N;Med;N
100513;31;28;7521,36;2871,46;46;152111,54;125986,67;N;Med;N
100514;3;1;1448,98;236,73;35;26945,45;24904,68097;N;SupInc;N
100515;4;0;787,32;135,73;25;14068,47;11891,09858;N;Med;S
100516;3;1;379,98;105,61;26;14583,55;13815,84698;N;Posg;N
100517;10;13;4660,06;488,97;31;77325,03;55505,91657;N;Bas;N
100518;12;9;2488,73;1648,62;41;37751,71;30423,11622;N;SupInc;N
100519;1;0;677,76;419,96;21;12415,31;12395,78932;N;SupCom;S
100520;4;1;412,71;377,28;29;31513,49;24937,71081;N;Bas;N
100521;9;12;2174,60;1004,73;61;69259,55;48595,09958;N;Posg;N
100522;3;0;797,02;670,74;29;-13123,60;-9723,719313;N;Bas;S
100523;14;23;5908,37;1730,65;41;137916,83;111603,4057;N;SupCom;N
100524;17;19;15837,42;7368,65;37;202207,10;169072,2088;N;SupCom;N
100525;4;2;407,94;228,03;37;30641,09;22756,5298;N;SupInc;N
100526;1;1;362,79;69,76;39;24275,32;20711,47142;N;Med;N
100527;2;7;1871,78;700,33;32;65280,33;48767,6337;N;SupInc;N
100528;8;2;336,89;141,71;63;43583,28;30951,18409;N;Bas;N
100529;3;3;3397,03;2013,98;34;32373,32;28724,85098;N;Med;S
100530;11;22;15296,57;16858,75;40;390695,08;307319,7335;N;SupInc;N
100531;6;3;311,74;105,49;38;21435,41;15130,32411;N;Posg;N
100532;18;13;3144,74;612,18;58;55564,69;43000,79111;N;Bas;N
100533;2;7;736,41;345,26;47;49408,16;37465,16554;N;SupInc;N
100534;20;19;4422,88;1057,47;45;75288,37;65241,3008;N;SupCom;N
100535;6;6;1111,31;1036,81;27;62301,18;54266,7107;N;SupInc;N
100536;16;1;5512,50;2379,70;19;57499,45;49774,3434;N;SupCom;N
100537;11;19;23546,45;6074,37;39;256991,09;207679,0826;N;Med;N
100538;22;24;12476,49;6432,04;42;99157,71;97673,80876;N;Posg;N
100539;0;2;1585,76;165,62;34;36164,54;30754,65952;N;SupCom;N
100540;5;21;4285,74;2467,82;40;138945,54;105931,8952;N;SupCom;N
100541;1;1;2110,25;867,62;49;18087,22;14192,65731;N;Med;N
100542;29;29;5156,21;6817,08;56;140620,52;133798,0346;N;Med;N
100543;5;6;2508,38;580,20;32;55146,40;43807,57875;N;SupInc;N
100544;1;4;1116,59;350,46;35;24670,97;21356,62587;N;SupCom;N
100545;9;6;558,48;898,20;60;23340,36;23222,23371;N;Posg;N
100546;1;1;525,27;397,71;30;42406,26;29358,25285;N;SupCom;N
100547;20;23;8364,67;11930,22;41;152232,40;104950,1463;N;Med;N
100548;21;11;2750,64;2046,17;35;92645,97;76328,75599;N;SupCom;N
100549;6;9;4546,06;1597,75;40;67348,15;51072,07465;N;Bas;N
100550;0;1;269,21;118,14;25;40381,71;38293,42488;N;SupCom;N
100551;23;8;4860,47;2224,51;29;70063,44;69553,14483;N;SupInc;N
100552;1;2;1209,32;218,73;29;22747,56;15576,68972;N;SupCom;S
100553;4;1;1716,50;510,76;37;21845,93;18453,03908;N;SupCom;S
100554;2;4;2025,58;410,12;22;25716,88;17653,47019;N;SupInc;S
100555;13;6;3696,31;1881,03;39;80015,80;79930,48122;N;SupInc;N
100556;4;8;3021,52;520,85;40;117900,40;101741,411;N;SupCom;N
100557;16;11;8429,71;3427,87;29;81426,75;72120,72558;N;SupInc;N
100558;8;14;5304,11;508,96;48;63784,30;50791,18877;N;SupCom;N
100559;7;10;5854,57;5501,45;28;79734,89;64690,68942;N;SupInc;N
100560;6;7;1906,05;1471,81;40;46588,58;37677,6357;N;SupInc;N
100561;8;14;2798,70;1053,85;56;72081,67;49491,1962;N;Posg;N
100562;7;10;2256,05;1248,39;49;91727,47;78885,35488;N;SupInc;N
100563;8;7;1644,38;786,42;32;59829,41;53870,07065;N;Posg;N
100564;3;1;740,29;1557,58;39;18036,91;14440,29626;N;Med;S
100565;6;4;2584,79;1969,84;22;36379,46;26414,79137;N;SupInc;N
100566;9;8;6494,49;9620,31;31;152441,88;141793,7018;N;SupInc;N
100567;1;7;2021,73;321,65;46;43512,27;36570,27992;N;SupCom;N
100568;6;7;4287,93;3302,44;42;62467,88;59541,62848;N;SupCom;S
100569;0;4;17563,47;646,67;25;86081,39;73716,02833;N;Med;S
100570;0;0;121,47;109,56;33;8198,99;6375,986324;N;SupCom;N
100571;2;2;2313,16;666,86;31;25991,83;19941,14005;N;SupCom;N
100572;5;4;2564,26;1562,92;45;89524,80;69591,18049;N;SupCom;N
100573;10;13;991,21;733,31;31;65616,16;47310,84776;N;Posg;N
100574;4;9;3103,23;697,91;39;43248,99;31979,02674;N;Med;N
100575;2;1;592,37;322,29;43;29985,75;22571,73512;N;SupCom;N
100576;25;4;7050,79;4958,42;51;97968,43;82337,7955;N;SupCom;S
100577;2;1;676,35;149,21;36;49410,56;39345,44579;N;SupInc;N
100578;17;12;7463,34;807,97;55;48578,55;44205,8564;N;Med;N
100579;5;5;860,88;686,52;51;30315,55;25154,74984;N;Bas;N
100580;9;7;9229,21;1920,12;48;31054,35;21914,09494;N;Med;N
100581;1;3;1725,20;251,73;28;34817,25;32836,14919;N;SupInc;S
100582;5;14;946,15;1071,38;37;86806,05;82217,56947;N;SupInc;N
100583;12;12;24280,13;18171,43;30;403291,03;333656,2;N;SupCom;N
100584;28;24;21126,35;35590,91;64;186987,19;167943,1905;N;SupCom;S
100585;9;18;5147,27;1654,87;40;79406,55;60141,64321;N;SupCom;N
100586;16;17;1697,14;1150,22;35;113759,07;80472,25258;N;Bas;N
100587;14;11;5721,23;839,62;38;58305,69;48377,59362;N;Med;N
100588;9;9;1574,08;880,65;43;28995,18;19982,54007;N;SupInc;N
100589;10;7;13895,30;3793,15;25;75422,65;61566,10607;N;SupCom;N
100590;21;14;14616,76;11278,36;32;76428,08;56012,6703;N;SupInc;N
100591;31;34;4828,61;11243,90;53;90962,39;68567,60217;N;Bas;N
100592;2;6;9000,63;1022,34;34;62775,44;57515,21009;N;Med;N
100593;22;13;14586,33;3576,97;31;105697,73;97271,0766;N;Med;N
100594;3;5;3559,57;549,43;48;101834,66;71051,93883;N;SupInc;N
100595;7;2;599,68;85,08;45;13254,72;12468,57482;N;SupCom;N
100596;8;4;2672,36;640,03;43;32014,46;26677,99109;N;SupCom;N
100597;8;4;521,16;955,39;38;19482,36;13386,17217;N;SupCom;N
100598;28;19;7535,62;1676,87;54;61599,15;47018,93913;N;SupCom;N
100599;0;0;164,03;124,70;37;17139,58;12610,82062;N;SupCom;N
100600;2;5;5357,51;1741,99;45;42566,89;42407,6205;N;SupCom;N
100601;1;2;5047,83;6588,08;29;84290,48;63265,63459;N;Med;S
100602;21;10;5144,88;3168,10;28;87428,81;73587,78573;N;Bas;N
100603;5;6;4469,39;936,31;24;63684,18;53741,3522;N;Med;N
100604;5;4;854,69;908,52;27;50467,18;44009,17761;N;Med;N
100605;5;5;2187,68;491,83;60;30124,00;29188,92114;N;Posg;N
100606;0;0;190,95;101,78;28;14854,31;14403,92812;N;SupInc;N
100607;15;20;68087,69;60904,47;55;480053,01;341015,3466;N;Bas;S
100608;0;0;298,84;222,87;26;38325,03;35756,01514;N;SupCom;N
100609;8;7;2685,25;875,23;47;47013,54;41408,84083;N;Med;N
100610;3;1;1038,17;321,67;38;29991,01;28303,85366;N;SupInc;N
100611;4;2;1393,40;1068,82;25;58031,91;47381,40104;N;Posg;N
100612;1;1;1728,85;512,40;34;8711,53;6901,470925;N;Bas;N
100613;4;1;552,12;460,26;34;25271,40;21760,01407;N;Posg;N
100614;9;2;3694,26;2926,60;39;24766,25;22216,0887;N;SupInc;S
100615;13;39;7586,71;3119,44;57;124565,07;101542,366;N;SupCom;N
100616;3;9;2680,24;875,10;32;91508,71;87363,89426;N;SupCom;N
100617;10;8;1103,00;735,90;31;68513,55;60756,07429;N;SupInc;N
100618;6;4;1833,43;661,53;33;93820,13;73730,36746;N;Med;N
100619;2;2;4095,74;2104,91;26;55928,81;50300,35935;N;SupCom;S
100620;9;8;2162,62;1425,18;53;28826,24;23171,3052;N;Med;N
100621;3;1;2153,29;808,20;43;28143,66;23575,17781;N;SupCom;N
100622;4;8;16832,30;1684,96;26;78157,55;63228,39998;N;SupInc;N
100623;28;20;13983,35;1449,53;38;101117,54;89021,88604;N;SupInc;N
100624;9;9;5203,60;1577,89;28;54833,28;39616,91618;N;SupCom;N
100625;5;2;2155,04;2936,65;20;161361,96;108135,7186;N;SupInc;N
100626;12;4;2667,88;2331,75;;55749,60;48106,61261;N;SupCom;N
100627;0;0;139,38;43,27;34;14757,85;12302,16135;N;Med;N
100628;1;3;1218,96;777,48;22;53799,13;36953,9657;N;SupCom;N
100629;15;17;5477,87;1307,00;43;79637,73;63662,78318;N;Bas;N
100630;1;2;1235,94;363,36;44;28616,47;26074,90723;N;SupCom;N
100631;10;2;10321,98;12155,02;20;469264,70;373719,657;N;Bas;N
100632;6;8;8638,52;3143,21;26;63008,87;49769,24288;N;Med;N
100633;39;13;8108,70;5083,83;49;101671,73;97541,9209;N;SupInc;N
100634;8;2;1287,68;2381,04;32;25166,53;23191,27476;N;SupInc;S
100635;0;6;11708,05;4367,06;25;75569,88;62504,96508;N;SupCom;N
100636;3;2;1019,29;497,51;20;33518,93;22521,41181;N;SupCom;N
100637;18;21;16817,82;6875,25;39;187833,23;149084,7182;N;SupInc;N
100638;1;1;1923,20;1512,15;33;99139,80;68726,54249;N;SupCom;N
100639;6;4;945,66;491,48;28;38767,04;38167,31168;N;Med;N
100640;1;5;7491,15;428,81;42;30098,13;27002,93006;N;SupInc;N
100641;7;5;19891,44;2269,85;43;74983,49;73304,50709;N;SupCom;S
100642;12;2;339,04;114,96;30;17525,30;17311,01114;N;Posg;N
100643;9;16;16389,35;12090,73;34;259008,97;177859,3562;N;SupInc;N
100644;7;6;1899,16;2106,99;35;95343,22;87282,53705;N;Posg;N
100645;21;19;3520,71;1763,80;45;45557,49;43019,29487;N;Med;N
100646;1;1;1820,72;1047,65;21;29643,55;21666,30599;N;Med;S
100647;9;9;7004,64;3879,01;44;59299,29;50969,23265;N;Bas;S
100648;4;4;1887,89;755,38;40;32797,93;26833,13969;N;SupInc;N
100649;22;10;21222,37;17565,96;28;184988,86;163531,8727;N;SupCom;N
100650;0;1;673,98;220,33;28;15195,64;11988,6906;N;SupInc;N
100651;2;1;1205,99;407,88;27;14245,21;12382,71104;N;SupInc;S
100652;3;2;1846,47;968,56;34;29874,38;26283,76585;N;SupCom;S
100653;14;6;23201,82;9674,26;42;87330,38;73441,09943;N;SupCom;S
100654;9;8;9115,77;2900,88;44;42050,65;36798,95328;N;Med;S
100655;1;3;757,32;175,65;36;34366,11;24407,74885;N;SupInc;N
100656;4;3;600,40;562,82;25;51286,67;34718,2413;N;SupCom;N
100657;1;1;569,68;513,04;50;26767,50;18738,18889;N;Bas;N
100658;20;5;1862,53;417,53;25;40211,04;29053,16241;N;Med;N
100659;7;13;2526,85;1154,12;31;64391,77;56457,49288;N;Med;N
100660;2;1;308,18;60,15;53;13630,85;13125,73665;N;Bas;N
100661;1;1;552,06;309,25;34;24398,05;21379,70729;N;SupInc;N
100662;19;15;764,97;1155,72;37;69848,73;65949,80151;N;Posg;N
100663;1;6;1344,33;110,45;39;52943,61;50053,04932;N;Med;N
100664;14;14;7720,18;7767,12;32;64265,42;58001,59011;N;Bas;N
100665;14;19;13546,03;2634,38;38;55531,15;45803,30573;N;SupCom;N
100666;8;10;5889,83;1735,96;28;114142,15;96872,7469;N;SupCom;N
100667;2;3;2962,85;2143,39;26;19599,68;18739,47374;N;SupCom;S
100668;12;8;953,99;777,25;28;37407,00;27573,76842;N;SupInc;N
100669;24;26;8322,38;2409,77;44;141103,48;95779,39419;N;SupCom;N
100670;3;4;5872,82;1267,66;35;24476,01;20489,12799;N;Posg;N
100671;2;1;3695,18;977,59;30;43586,14;40399,08631;N;Med;S
100672;19;9;6211,48;5371,29;47;95184,08;79521,39966;N;Med;N
100673;1;4;3079,13;3168,05;31;36889,99;24748,13136;N;SupInc;N
100674;8;6;1578,66;460,10;51;32865,91;25629,58785;N;SupCom;N
100675;1;2;1407,00;1450,44;28;50184,77;42878,35719;N;SupInc;S
100676;5;2;1217,11;128,17;55;22667,35;16876,8007;N;SupInc;N
100677;7;5;2123,02;1367,26;32;56253,47;52743,32274;N;SupCom;S
100678;3;2;2564,99;643,71;33;41535,37;33420,75851;N;SupCom;N
100679;3;3;994,17;2146,01;30;75083,90;65453,8309;N;SupInc;S
100680;8;11;3591,70;1905,31;50;52002,65;41803,29584;N;SupCom;N
100681;4;6;1277,96;;42;64828,76;63003,2797;N;SupCom;N
100682;3;7;2214,36;7401,85;39;80201,50;75715,6764;N;SupCom;N
100683;4;12;6128,23;3159,02;60;74393,24;51178,33073;N;SupCom;N
100684;7;13;1712,53;1374,88;31;66270,30;52082,26745;N;SupInc;N
100685;6;3;3458,98;1468,02;41;52509,54;46077,94948;N;SupInc;N
100686;3;2;1915,29;218,61;50;30676,33;25808,72316;N;SupInc;N
100687;7;6;3299,01;755,71;48;60932,39;58865,58681;N;SupInc;N
100688;19;3;2118,06;1657,49;21;66608,52;65307,308;N;Med;N
100689;2;2;3108,08;1503,17;34;35626,15;24080,79546;N;SupCom;S
100690;25;15;15128,87;3524,17;33;137904,66;112572,2804;N;Med;N
100691;5;6;874,82;397,54;45;43669,39;35229,75962;N;SupInc;N
100692;6;3;3936,22;2759,99;21;73478,54;49855,66947;N;Bas;N
100693;10;11;2011,88;647,47;34;100617,06;92395,35505;N;Med;N
100694;2;11;1113,10;1525,92;32;85698,13;60605,7947;N;SupInc;N
100695;2;5;5808,71;474,11;44;38159,05;34046,16692;N;SupInc;N
100696;2;5;2357,86;166,67;31;33256,10;29535,31057;N;SupCom;N
100697;6;3;7698,58;3216,51;38;60089,54;45084,58601;N;Med;S
100698;9;21;14511,16;4887,31;57;325679,63;284343,2065;N;SupCom;N
100699;7;2;545,40;1529,83;54;75146,37;60682,01856;N;Posg;N
100700;15;14;4650,55;3124,27;48;73043,67;54048,98988;N;SupCom;N
100701;8;18;7649,19;1695,99;39;68472,02;62392,08566;N;SupCom;N
100702;3;5;2819,05;1378,98;36;44017,92;33540,79755;N;SupInc;N
100703;6;4;604,19;265,27;25;17199,77;16849,35841;N;SupInc;N
100704;2;3;9976,58;4942,81;31;41790,49;33237,46083;N;SupCom;S
100705;7;2;3541,56;1811,03;51;37788,47;37038,2522;N;SupInc;N
100706;2;2;443,89;128,29;33;21528,24;20089,7594;N;SupInc;N
100707;7;17;16397,55;6643,65;46;184860,96;177229,7119;N;SupInc;S
100708;0;1;176,48;68,99;19;14513,11;12464,75414;N;Med;N
100709;2;8;2602,67;1926,72;36;76206,55;62634,8519;N;Bas;N
100710;44;27;4700,27;3201,78;45;102699,08;86487,59777;N;SupCom;N
100711;0;0;117,54;56,07;27;12726,64;11297,2367;N;SupInc;N
100712;1;7;469,03;244,52;34;33909,77;28431,91233;N;SupInc;N
100713;2;5;3311,29;423,54;39;42232,62;39502,22654;N;SupCom;N
100714;29;12;819,66;523,35;49;33856,78;27013,15609;N;SupCom;N
100715;1;1;1324,97;288,14;28;18796,83;12981,92224;N;SupCom;S
100716;5;7;4514,14;1408,59;33;72165,67;68060,26158;N;SupInc;N
100717;19;19;2490,67;1484,92;50;80795,89;77924,56305;N;SupInc;N
100718;7;9;4547,56;10271,47;39;87189,18;83935,39933;N;SupCom;S
100719;10;17;7430,48;1891,05;35;177598,10;173629,2243;N;SupInc;N
100720;0;0;525,87;111,77;41;18824,93;13857,63975;N;SupInc;N
100721;1;0;1036,99;98,84;23;19482,37;19289,56598;N;SupCom;S
100722;6;8;278,48;270,16;46;35935,04;27856,73714;N;Bas;N
100723;2;0;599,51;192,32;40;33741,30;32484,6529;N;SupCom;N
100724;27;9;3862,10;3978,75;27;202922,54;174484,8874;N;SupCom;N
